title,image_url,liked,artist,date,origin,department,source,notes,rating
Beauford Delaney,"https://www.artic.edu/iiif/2/49b11242-2e0d-468e-1c67-127992fd0b89/full/843,/0/default.jpg",True,"Georgia O'Keeffe 
American, 1887–1986",1943,United States,Unknown,Art Institute of Chicago,,0
